,dim,seed,true_val,NSE_diff,NSE_grad,Langevin,HMC,CF,NCV,Epochs,n_samples
0,1,67.39584556929307,0.0,0.05579817577515372,0.056093125018419086,0.1331189868651549,0.14084443309585334,0.12296113688060924,0.18142882529000465,0.0,0.0
1,2,67.39584556929307,0.0,0.6112148698471289,0.22953391253563032,0.364344190653497,0.29230955407373543,0.41983453573570173,0.6707123710429727,0.0,0.0
2,3,67.39584556929307,0.0,0.9467647217413397,1.1901435192017942,0.19003654431222464,0.6085224536942917,3.021574220718168,0.6666837608305041,0.0,0.0
3,5,67.39584556929307,0.0,1.0216757402347538,1.336064091445262,0.8090157155808981,0.7249403701415194,2.0495089632025665,1.4529258458728949,0.0,0.0
4,10,67.39584556929307,0.0,0.8465177178663864,1.3345742063508923,1.6363684053920673,2.5706620804892526,0.6454003753222075,1.4363067285618694,0.0,0.0
5,20,67.39584556929307,0.0,1.9003354702374782,3.137169346694947,4.4718731095803355,3.1803604821051814,0.5482270870440596,2.4806468036179727,0.0,0.0
6,30,67.39584556929307,0.0,0.8823691832306904,2.5562151748516655,1.858453874395515,6.018118091299786,0.9167136486339845,2.7390437454934418,0.0,0.0
