,dim,seed,true_val,NSE_diff,NSE_grad,Langevin,HMC,CF,CF_on,NCV,NCV_on
0,1,65.90295896240168,0.0,0.026294441585317605,0.0014856160535398327,0.29774428612792064,0.4362281584696252,0.03212789181620659,0.031791215330504115,1.495571522389926,0.006957391654881158
1,2,65.90295896240168,0.0,0.019283355426032756,0.010919721560707175,0.23209638365019725,0.5156684789161542,0.046077727549064335,0.02959757049565285,0.5417595581179714,0.00848651721279868
2,3,65.90295896240168,0.0,1.2567049429220214,0.07980980156870592,0.22236921319283293,0.6044520008245458,1.5886245693928038,0.05972112258025177,3.4337292589334685,0.03753761580940351
3,5,65.90295896240168,0.0,1.184426317495618,0.2820154159923429,0.4283239782897948,0.4997707657816704,2.9626237609127037,0.11663554840863706,2.993415565592894,0.03615157519805899
4,10,65.90295896240168,0.0,7.922638619657922,1.072603035878041,0.4407443769578965,1.3241152953009732,4.545677016250786,0.7347948217187198,5.7376587362172735,0.08792395132094065
5,15,65.90295896240168,0.0,42.71683448889638,7.309472715582143,0.5561775863157372,0.8635226647980829,4.058555053917964,1.1050038509806854,6.359438004492062,0.19862748900128774
