xstar_idx,ystar,post_samples_est,stein_est_diff,stein_est_grad,ncv_est,diff_stein_diff,diff_stein_grad,diff_ncv
52,1.558681096794374,0.107848674,0.6433935165405273,-0.1789826899766922,3.4786577224731445,0.5355448424816132,0.2868313640356064,3.3708090484142303
