xstar_idx,ystar,post_samples_est,"unif(0,2)_off sample_est",stein_est_diff,stein_est_grad,ncv_est,ncv_on_sample_est,diff_stein_diff,diff_stein_grad,diff_ncv
52,1.558681096794374,0.10840083,0.2504817247390747,0.5698005557060242,0.3430071473121643,137.969970703125,0.1076927930116653,0.4613997265696525,0.2346063181757927,137.86156987398863
52,1.558681096794374,0.1078139990568161,0.25151127576828,-0.1022298112511634,0.2203498780727386,67.33381652832031,0.1077235266566276,0.2100438103079795,0.1125358790159225,67.2260025292635
70,-1.3415226133999598,-0.5997353792190552,-0.6696039438247681,-1.0550596714019775,-1.0755081176757812,66.41007995605469,-0.6011755466461182,0.4553242921829223,0.4757727384567261,67.00981533527374
71,-1.1607246903730797,-0.5791329145431519,-0.6644682288169861,-1.0466704368591309,-1.0595345497131348,66.41471862792969,-0.5782558917999268,0.467537522315979,0.4804016351699829,66.99385154247284
80,-0.3445109994913097,-0.2376385480165481,-0.4085347056388855,-0.6909534931182861,-0.6372626423835754,66.67587280273438,-0.2397768497467041,0.453314945101738,0.3996240943670273,66.91351135075092
2,1.2061696723337234,0.024958496913313866,0.30026358366012573,-0.177192822098732,0.21686896681785583,67.31349182128906,0.025700749829411507,0.20215131901204586,0.19191046990454197,67.28853332437575
