xstar_idx,ystar,post_samples_est,off sample_est,stein_est_diff,stein_est_grad,ncv_est,varmin_est,cf_est,diff_stein_diff,diff_stein_grad,diff_ncv,diff_varmin,diff_cf
11,-0.7928079248638062,-0.5481604,-0.2334923148155212,-0.4165908694267273,-0.2929809391498565,-0.6882922053337097,-0.8046104311943054,-193.51837158203125,0.131569504737854,0.2551794350147247,0.1401318311691284,0.2564500570297241,192.97021120786667
7,0.1879871152283542,-0.1239411532878875,-0.09889667481184,-0.0052935406565666,-0.0211387816816568,-0.4125439822673797,-0.1174480393528938,-34.193824768066406,0.1186476126313209,0.1028023716062307,0.2886028289794922,0.0064931139349937,34.06988361477852
23,-1.0046732151189404,-0.941330075263977,-0.3363352119922638,-0.9620369672775269,-0.7101829648017883,-0.8782514333724976,-1.4368280172348022,-76.62609100341797,0.0207068920135498,0.2311471104621887,0.0630786418914794,0.4954979419708252,75.68476092815399
19,-1.383655534236969,-1.0058016777038574,-0.3388358354568481,-0.9728155136108398,-0.7007757425308228,-0.8853563666343689,-1.4683661460876465,-91.64349365234376,0.0329861640930175,0.3050259351730346,0.1204453110694885,0.462564468383789,90.63769197463988
15,-1.2127421053479783,-0.9591670036315918,-0.31194254755973816,-0.8312777280807495,-0.6439954042434692,-0.8370518684387207,-1.3142255544662476,-71.83828735351562,0.12788927555084229,0.31517159938812256,0.1221151351928711,0.35505855083465576,70.87912034988403
