,Dim,True,MC,CV,CV offTrain onEst,CV E_p[Tg],CV_On_Sample,CF,Stein_Grad,Stein_Diff
0,50,100.0,100.08704376220703,403.2542419433594,-315.0672607421875,415.1543273925781,99.62165069580078,0.0,-1.0,146.40567016601562
